"year","geography","drug_type","geography_type","span","count","population","age_adj_rate","lower_age_adj","upper_age_adj","crude_rate","lower_crude_rate","upper_crude_rate","rse","rse_25","last_updated"
"2005-2007","Benton","psycho_stimulant","county","3","7","486645","1.6","0.6","3.3","1.4","0.7","3","37.76948%","1","final"
"2006-2008","Benton","psycho_stimulant","county","3","6","494958","1.3","0.5","2.8","1.2","0.6","2.6","40.79085%","1","final"
"2007-2009","Benton","psycho_stimulant","county","3","6","504100","1.3","0.5","2.9","1.2","0.5","2.6","40.79085%","1","final"
"2008-2010","Benton","psycho_stimulant","county","3","7","514178","1.4","0.6","3.1","1.4","0.7","2.8","37.76948%","1","final"
"2009-2011","Benton","psycho_stimulant","county","3","5","524481","1.1","0.3","2.6","1","0.4","2.2","44.67671%","1","final"
"2010-2012","Benton","psycho_stimulant","county","3","6","533072","1.3","0.5","2.8","1.1","0.5","2.5","40.79085%","1","final"
"2011-2013","Benton","psycho_stimulant","county","3","5","541295","1","0.3","2.4","0.9","0.4","2.2","44.67671%","1","final"
"2012-2014","Benton","psycho_stimulant","county","3","9","549887","1.7","0.7","3.3","1.6","0.9","3.1","33.31483%","1","final"
"2013-2015","Benton","psycho_stimulant","county","3","15","558483","2.7","1.5","4.6","2.7","1.6","4.4","25.81129%","1","final"
"2014-2016","Benton","psycho_stimulant","county","3","19","565586","3.6","2.1","5.7","3.4","2.2","5.2","22.93554%","0","final"
"2015-2017","Benton","psycho_stimulant","county","3","19","572596","3.6","2.2","5.8","3.3","2.1","5.2","22.93554%","0","final"
"2016-2018","Benton","psycho_stimulant","county","3","26","581426","4.9","3.2","7.3","4.5","3.1","6.6","19.60784%","0","final"
"2017-2019","Benton","psycho_stimulant","county","3","31","592728","5.4","3.6","7.7","5.2","3.7","7.4","17.95763%","0","final"
"2000-2002","Chelan","psycho_stimulant","county","3","3","200918","1.6","0.3","4.8","1.5","0.5","4.4","57.63904%","1","final"
"2001-2003","Chelan","psycho_stimulant","county","3","4","201803","2.2","0.6","5.7","2","0.8","5.1","49.93762%","1","final"
"2002-2004","Chelan","psycho_stimulant","county","3","3","202914","1.6","0.3","4.8","1.5","0.5","4.3","57.63904%","1","final"
"2003-2005","Chelan","psycho_stimulant","county","3","4","204476","2.2","0.6","5.7","2","0.8","5","49.93762%","1","final"
"2004-2006","Chelan","psycho_stimulant","county","3","4","206871","2","0.5","5.4","1.9","0.8","5","49.93762%","1","final"
"2005-2007","Chelan","psycho_stimulant","county","3","4","209640","2.1","0.6","5.6","1.9","0.7","4.9","49.93762%","1","final"
"2006-2008","Chelan","psycho_stimulant","county","3","4","212480","1.9","0.5","5.1","1.9","0.7","4.8","49.93762%","1","final"
"2007-2009","Chelan","psycho_stimulant","county","3","6","214768","2.7","1","6.3","2.8","1.3","6.1","40.79085%","1","final"
"2008-2010","Chelan","psycho_stimulant","county","3","8","216448","3.6","1.5","7.6","3.7","1.9","7.3","35.33326%","1","final"
"2009-2011","Chelan","psycho_stimulant","county","3","8","217334","3.8","1.6","8","3.7","1.9","7.3","35.33326%","1","final"
"2010-2012","Chelan","psycho_stimulant","county","3","7","218351","3.5","1.4","7.5","3.2","1.6","6.6","37.76948%","1","final"
"2011-2013","Chelan","psycho_stimulant","county","3","6","219495","3.1","1.1","7.1","2.7","1.3","6","40.79085%","1","final"
"2012-2014","Chelan","psycho_stimulant","county","3","5","221109","2.5","0.8","6.2","2.3","1","5.3","44.67671%","1","final"
"2013-2015","Chelan","psycho_stimulant","county","3","4","222944","2.2","0.6","5.8","1.8","0.7","4.6","49.93762%","1","final"
"2014-2016","Chelan","psycho_stimulant","county","3","3","225257","1.5","0.3","4.7","1.3","0.5","3.9","57.63904%","1","final"
"2015-2017","Chelan","psycho_stimulant","county","3","8","227782","3.9","1.6","8","3.5","1.8","6.9","35.33326%","1","final"
"2016-2018","Chelan","psycho_stimulant","county","3","9","230547","4.5","2","8.9","3.9","2.1","7.4","33.31483%","1","final"
"2017-2019","Chelan","psycho_stimulant","county","3","13","233043","6.2","3.2","11.1","5.6","3.3","9.5","27.72435%","1","final"
"2000-2002","Clallam","psycho_stimulant","county","3","1","194297","0.8","0","4.3","0.5","0.1","2.9","99.50372%","1","final"
"2001-2003","Clallam","psycho_stimulant","county","3","3","196037","2","0.4","6","1.5","0.5","4.5","57.63904%","1","final"
"2002-2004","Clallam","psycho_stimulant","county","3","4","198044","2.6","0.7","6.9","2","0.8","5.2","49.93762%","1","final"
"2003-2005","Clallam","psycho_stimulant","county","3","4","200318","2.6","0.7","6.9","2","0.8","5.1","49.93762%","1","final"
"2004-2006","Clallam","psycho_stimulant","county","3","5","203338","3.2","1","7.7","2.5","1.1","5.8","44.67671%","1","final"
"2005-2007","Clallam","psycho_stimulant","county","3","7","206463","3.7","1.4","8.1","3.4","1.6","7","37.76948%","1","final"
"2006-2008","Clallam","psycho_stimulant","county","3","9","209431","4.8","2.1","9.6","4.3","2.3","8.2","33.31483%","1","final"
"2007-2009","Clallam","psycho_stimulant","county","3","8","211512","3.7","1.5","7.9","3.8","1.9","7.5","35.33326%","1","final"
"2008-2010","Clallam","psycho_stimulant","county","3","6","213073","2.8","0.9","6.9","2.8","1.3","6.1","40.79085%","1","final"
"2009-2011","Clallam","psycho_stimulant","county","3","6","214039","2.6","0.8","6.6","2.8","1.3","6.1","40.79085%","1","final"
"2010-2012","Clallam","psycho_stimulant","county","3","9","215013","3.8","1.5","8.4","4.2","2.2","8","33.31483%","1","final"
"2011-2013","Clallam","psycho_stimulant","county","3","15","215953","6.8","3.5","12.2","6.9","4.2","11.5","25.81129%","1","final"
"2012-2014","Clallam","psycho_stimulant","county","3","16","216855","6.8","3.6","12","7.4","4.5","12","24.99219%","1","final"
"2013-2015","Clallam","psycho_stimulant","county","3","17","217506","8.3","4.6","14.1","7.8","4.9","12.5","24.24643%","0","final"
"2014-2016","Clallam","psycho_stimulant","county","3","17","218565","8.9","5","14.9","7.8","4.9","12.5","24.24643%","0","final"
"2015-2017","Clallam","psycho_stimulant","county","3","23","220304","12.4","7.7","19.3","10.4","7","15.7","20.84691%","0","final"
"2016-2018","Clallam","psycho_stimulant","county","3","27","222776","13.4","8.5","20.4","12.1","8.3","17.6","19.24145%","0","final"
"2017-2019","Clallam","psycho_stimulant","county","3","28","225378","12.5","7.9","19","12.4","8.6","18","18.89485%","0","final"
"2000-2002","Clark","psycho_stimulant","county","3","13","1062794","1.2","0.6","2.1","1.2","0.7","2.1","27.72435%","1","final"
"2001-2003","Clark","psycho_stimulant","county","3","13","1091652","1.2","0.6","2","1.2","0.7","2","27.72435%","1","final"
"2002-2004","Clark","psycho_stimulant","county","3","15","1124315","1.3","0.7","2.2","1.3","0.8","2.2","25.81129%","1","final"
"2003-2005","Clark","psycho_stimulant","county","3","17","1154065","1.4","0.8","2.3","1.5","0.9","2.4","24.24643%","0","final"
"2004-2006","Clark","psycho_stimulant","county","3","16","1184714","1.3","0.7","2.2","1.4","0.8","2.2","24.99219%","1","final"
"2005-2007","Clark","psycho_stimulant","county","3","15","1212033","1.2","0.7","2","1.2","0.8","2","25.81129%","1","final"
"2006-2008","Clark","psycho_stimulant","county","3","13","1236525","1","0.5","1.8","1.1","0.6","1.8","27.72435%","1","final"
"2007-2009","Clark","psycho_stimulant","county","3","16","1255563","1.3","0.7","2.1","1.3","0.8","2.1","24.99219%","1","final"
"2008-2010","Clark","psycho_stimulant","county","3","23","1268241","1.8","1.1","2.8","1.8","1.2","2.7","20.84691%","0","final"
"2009-2011","Clark","psycho_stimulant","county","3","28","1277157","2.2","1.5","3.3","2.2","1.5","3.2","18.89485%","0","final"
"2010-2012","Clark","psycho_stimulant","county","3","32","1284626","2.6","1.7","3.7","2.5","1.8","3.5","17.67491%","0","final"
"2011-2013","Clark","psycho_stimulant","county","3","33","1294744","2.6","1.8","3.7","2.5","1.8","3.6","17.40513%","0","final"
"2012-2014","Clark","psycho_stimulant","county","3","35","1309531","2.7","1.8","3.7","2.7","1.9","3.7","16.90067%","0","final"
"2013-2015","Clark","psycho_stimulant","county","3","50","1330110","3.8","2.8","5","3.8","2.9","5","14.14072%","0","final"
"2014-2016","Clark","psycho_stimulant","county","3","57","1355640","4.2","3.2","5.5","4.2","3.2","5.4","13.24416%","0","final"
"2015-2017","Clark","psycho_stimulant","county","3","79","1383843","5.7","4.5","7.2","5.7","4.6","7.1","11.25017%","0","final"
"2016-2018","Clark","psycho_stimulant","county","3","74","1411519","5.2","4.1","6.6","5.2","4.2","6.6","11.62398%","0","final"
"2017-2019","Clark","psycho_stimulant","county","3","94","1439007","6.3","5.1","7.8","6.5","5.3","8","10.31366%","0","final"
"2000-2002","Columbia","psycho_stimulant","county","3","0","12294","0","","55.4","0","0","31.2","1 000.00000%","1","final"
"2001-2003","Columbia","psycho_stimulant","county","3","0","12344","0","","54.2","0","0","31.1","1 000.00000%","1","final"
"2002-2004","Columbia","psycho_stimulant","county","3","0","12358","0","","54.2","0","0","31.1","1 000.00000%","1","final"
"2003-2005","Columbia","psycho_stimulant","county","3","0","12375","0","","53.1","0","0","31","1 000.00000%","1","final"
"2004-2006","Columbia","psycho_stimulant","county","3","0","12392","0","","52","0","0","31","1 000.00000%","1","final"
"2005-2007","Columbia","psycho_stimulant","county","3","0","12362","0","","50.5","0","0","31.1","1 000.00000%","1","final"
"2006-2008","Columbia","psycho_stimulant","county","3","0","12327","0","","49.5","0","0","31.2","1 000.00000%","1","final"
"2007-2009","Columbia","psycho_stimulant","county","3","0","12299","0","","48.6","0","0","31.2","1 000.00000%","1","final"
"2008-2010","Columbia","psycho_stimulant","county","3","0","12280","0","","48.2","0","0","31.3","1 000.00000%","1","final"
"2009-2011","Columbia","psycho_stimulant","county","3","0","12285","0","","48.9","0","0","31.3","1 000.00000%","1","final"
"2010-2012","Columbia","psycho_stimulant","county","3","0","12278","0","","49.7","0","0","31.3","1 000.00000%","1","final"
"2011-2013","Columbia","psycho_stimulant","county","3","0","12306","0","","50.6","0","0","31.2","1 000.00000%","1","final"
"2012-2014","Columbia","psycho_stimulant","county","3","0","12278","0","","51.5","0","0","31.3","1 000.00000%","1","final"
"2013-2015","Columbia","psycho_stimulant","county","3","0","12272","0","","52","0","0","31.3","1 000.00000%","1","final"
"2014-2016","Columbia","psycho_stimulant","county","3","0","12219","0","","53.7","0","0","31.4","1 000.00000%","1","final"
"2015-2017","Columbia","psycho_stimulant","county","3","0","12244","0","","56.6","0","0","31.4","1 000.00000%","1","final"
"2016-2018","Columbia","psycho_stimulant","county","3","1","12296","8.2","0.2","71.2","8.1","1.4","46.1","99.50372%","1","final"
"2017-2019","Columbia","psycho_stimulant","county","3","1","12408","8.3","0.2","74.1","8.1","1.4","45.6","99.50372%","1","final"
"2000-2002","Cowlitz","psycho_stimulant","county","3","8","281883","3.1","1.3","6.1","2.8","1.4","5.6","35.33326%","1","final"
"2001-2003","Cowlitz","psycho_stimulant","county","3","9","284791","3.4","1.6","6.6","3.2","1.7","6","33.31483%","1","final"
"2002-2004","Cowlitz","psycho_stimulant","county","3","10","287310","3.8","1.8","7","3.5","1.9","6.4","31.60698%","1","final"
"2003-2005","Cowlitz","psycho_stimulant","county","3","10","290125","3.7","1.8","7","3.4","1.9","6.3","31.60698%","1","final"
"2004-2006","Cowlitz","psycho_stimulant","county","3","11","293359","4.1","2","7.4","3.7","2.1","6.7","30.13744%","1","final"
"2005-2007","Cowlitz","psycho_stimulant","county","3","9","297142","3.3","1.5","6.4","3","1.6","5.8","33.31483%","1","final"
"2006-2008","Cowlitz","psycho_stimulant","county","3","5","301008","1.8","0.6","4.3","1.7","0.7","3.9","44.67671%","1","final"
"2007-2009","Cowlitz","psycho_stimulant","county","3","7","304093","2.5","1","5.3","2.3","1.1","4.8","37.76948%","1","final"
"2008-2010","Cowlitz","psycho_stimulant","county","3","6","306119","2.1","0.8","4.8","2","0.9","4.3","40.79085%","1","final"
"2009-2011","Cowlitz","psycho_stimulant","county","3","10","307279","3.6","1.7","6.8","3.3","1.8","6","31.60698%","1","final"
"2010-2012","Cowlitz","psycho_stimulant","county","3","9","308147","3.2","1.4","6.3","2.9","1.5","5.6","33.31483%","1","final"
"2011-2013","Cowlitz","psycho_stimulant","county","3","17","309043","6.1","3.5","10","5.5","3.4","8.8","24.24643%","0","final"
"2012-2014","Cowlitz","psycho_stimulant","county","3","20","310049","6.7","4","10.7","6.5","4.2","10","22.35509%","0","final"
"2013-2015","Cowlitz","psycho_stimulant","county","3","22","311288","7.1","4.4","11","7.1","4.7","10.7","21.31523%","0","final"
"2014-2016","Cowlitz","psycho_stimulant","county","3","21","312832","6.5","4","10.3","6.7","4.4","10.3","21.81660%","0","final"
"2015-2017","Cowlitz","psycho_stimulant","county","3","23","315030","7.7","4.8","11.8","7.3","4.9","11","20.84691%","0","final"
"2016-2018","Cowlitz","psycho_stimulant","county","3","30","318057","9.9","6.6","14.4","9.4","6.6","13.5","18.25438%","0","final"
"2017-2019","Cowlitz","psycho_stimulant","county","3","30","322168","9.9","6.5","14.4","9.3","6.5","13.3","18.25438%","0","final"
"2000-2002","Douglas","psycho_stimulant","county","3","1","98289","1","0","6.1","1","0.2","5.8","99.50372%","1","final"
"2001-2003","Douglas","psycho_stimulant","county","3","1","99233","1","0","6.1","1","0.2","5.7","99.50372%","1","final"
"2002-2004","Douglas","psycho_stimulant","county","3","0","100348","0","","4.4","0","0","3.8","1 000.00000%","1","final"
"2003-2005","Douglas","psycho_stimulant","county","3","2","101950","2.1","0.2","7.8","2","0.5","7.2","70.53456%","1","final"
"2004-2006","Douglas","psycho_stimulant","county","3","2","103916","2","0.2","7.7","1.9","0.5","7","70.53456%","1","final"
"2005-2007","Douglas","psycho_stimulant","county","3","2","106320","2","0.2","7.6","1.9","0.5","6.9","70.53456%","1","final"
"2006-2008","Douglas","psycho_stimulant","county","3","2","109087","2","0.2","7.6","1.8","0.5","6.7","70.53456%","1","final"
"2007-2009","Douglas","psycho_stimulant","county","3","3","111613","2.9","0.6","8.9","2.7","0.9","7.9","57.63904%","1","final"
"2008-2010","Douglas","psycho_stimulant","county","3","3","113712","2.9","0.6","8.9","2.6","0.9","7.8","57.63904%","1","final"
"2009-2011","Douglas","psycho_stimulant","county","3","1","115129","0.9","0","5.8","0.9","0.2","4.9","99.50372%","1","final"
"2010-2012","Douglas","psycho_stimulant","county","3","1","115995","0.9","0","5.7","0.9","0.2","4.9","99.50372%","1","final"
"2011-2013","Douglas","psycho_stimulant","county","3","4","116842","3.6","1","9.8","3.4","1.3","8.8","49.93762%","1","final"
"2012-2014","Douglas","psycho_stimulant","county","3","5","117887","4.5","1.5","11","4.2","1.8","9.9","44.67671%","1","final"
"2013-2015","Douglas","psycho_stimulant","county","3","6","118970","5.5","2","12.4","5","2.3","11","40.79085%","1","final"
"2014-2016","Douglas","psycho_stimulant","county","3","4","120405","3.7","1","9.9","3.3","1.3","8.5","49.93762%","1","final"
"2015-2017","Douglas","psycho_stimulant","county","3","4","122127","3.7","1","10","3.3","1.3","8.4","49.93762%","1","final"
"2016-2018","Douglas","psycho_stimulant","county","3","3","124258","2.8","0.6","8.5","2.4","0.8","7.1","57.63904%","1","final"
"2017-2019","Douglas","psycho_stimulant","county","3","5","126358","4","1.2","10","4","1.7","9.3","44.67671%","1","final"
"2000-2002","Ferry","psycho_stimulant","county","3","0","21971","0","","25.5","0","0","17.5","1 000.00000%","1","final"
"2001-2003","Ferry","psycho_stimulant","county","3","1","22115","6.9","0.2","38.4","4.5","0.8","25.6","99.50372%","1","final"
"2002-2004","Ferry","psycho_stimulant","county","3","2","22137","12.7","1.5","47.4","9","2.5","32.9","70.53456%","1","final"
"2003-2005","Ferry","psycho_stimulant","county","3","3","22169","17.5","3.5","54.2","13.5","4.6","39.8","57.63904%","1","final"
"2004-2006","Ferry","psycho_stimulant","county","3","2","22224","10.6","1.2","43.1","9","2.5","32.8","70.53456%","1","final"
"2005-2007","Ferry","psycho_stimulant","county","3","1","22344","4.5","0.1","32.9","4.5","0.8","25.3","99.50372%","1","final"
"2006-2008","Ferry","psycho_stimulant","county","3","0","22471","0","","26","0","0","17.1","1 000.00000%","1","final"
"2007-2009","Ferry","psycho_stimulant","county","3","0","22577","0","","25.8","0","0","17","1 000.00000%","1","final"
"2008-2010","Ferry","psycho_stimulant","county","3","0","22644","0","","25.9","0","0","17","1 000.00000%","1","final"
"2009-2011","Ferry","psycho_stimulant","county","3","0","22713","0","","26.7","0","0","16.9","1 000.00000%","1","final"
"2010-2012","Ferry","psycho_stimulant","county","3","0","22809","0","","27.1","0","0","16.8","1 000.00000%","1","final"
"2011-2013","Ferry","psycho_stimulant","county","3","0","22912","0","","27.4","0","0","16.8","1 000.00000%","1","final"
"2012-2014","Ferry","psycho_stimulant","county","3","1","22978","4.3","0.1","33.9","4.4","0.8","24.6","99.50372%","1","final"
"2013-2015","Ferry","psycho_stimulant","county","3","1","23029","4.4","0.1","34.7","4.3","0.8","24.6","99.50372%","1","final"
"2014-2016","Ferry","psycho_stimulant","county","3","1","23082","4.6","0.1","35.5","4.3","0.8","24.5","99.50372%","1","final"
"2015-2017","Ferry","psycho_stimulant","county","3","1","23153","4.7","0.1","36.3","4.3","0.8","24.5","99.50372%","1","final"
"2016-2018","Ferry","psycho_stimulant","county","3","2","23225","9.6","1.2","43.8","8.6","2.4","31.4","70.53456%","1","final"
"2017-2019","Ferry","psycho_stimulant","county","3","2","23347","9.9","1.2","44.5","8.6","2.3","31.2","70.53456%","1","final"
"2000-2002","Franklin","psycho_stimulant","county","3","1","152110","0.8","0","5.9","0.7","0.1","3.7","99.50372%","1","final"
"2001-2003","Franklin","psycho_stimulant","county","3","1","157665","0.5","0","5.2","0.6","0.1","3.6","99.50372%","1","final"
"2002-2004","Franklin","psycho_stimulant","county","3","2","165763","1.2","0.1","6","1.2","0.3","4.4","70.53456%","1","final"
"2003-2005","Franklin","psycho_stimulant","county","3","2","176054","1.1","0.1","5.6","1.1","0.3","4.1","70.53456%","1","final"
"2004-2006","Franklin","psycho_stimulant","county","3","1","187520","0.6","0","4.7","0.5","0.1","3","99.50372%","1","final"
"2005-2007","Franklin","psycho_stimulant","county","3","1","198525","0.6","0","4.5","0.5","0.1","2.9","99.50372%","1","final"
"2006-2008","Franklin","psycho_stimulant","county","3","1","208181","0.6","0","4.3","0.5","0.1","2.7","99.50372%","1","final"
"2007-2009","Franklin","psycho_stimulant","county","3","1","216917","0.6","0","4.1","0.5","0.1","2.6","99.50372%","1","final"
"2008-2010","Franklin","psycho_stimulant","county","3","2","225506","0.8","0.1","4.1","0.9","0.2","3.2","70.53456%","1","final"
"2009-2011","Franklin","psycho_stimulant","county","3","2","233778","0.7","0.1","4","0.9","0.2","3.1","70.53456%","1","final"
"2010-2012","Franklin","psycho_stimulant","county","3","2","241169","0.7","0.1","3.9","0.8","0.2","3","70.53456%","1","final"
"2011-2013","Franklin","psycho_stimulant","county","3","1","247799","0.4","0","3.5","0.4","0.1","2.3","99.50372%","1","final"
"2012-2014","Franklin","psycho_stimulant","county","3","2","253893","0.9","0.1","4.3","0.8","0.2","2.9","70.53456%","1","final"
"2013-2015","Franklin","psycho_stimulant","county","3","4","258538","1.7","0.4","5.2","1.5","0.6","4","49.93762%","1","final"
"2014-2016","Franklin","psycho_stimulant","county","3","6","262404","2.6","0.9","6.3","2.3","1","5","40.79085%","1","final"
"2015-2017","Franklin","psycho_stimulant","county","3","9","266143","3.7","1.7","7.7","3.4","1.8","6.4","33.31483%","1","final"
"2016-2018","Franklin","psycho_stimulant","county","3","8","271538","3.2","1.4","6.9","2.9","1.5","5.8","35.33326%","1","final"
"2017-2019","Franklin","psycho_stimulant","county","3","7","277551","2.6","1","5.9","2.5","1.2","5.2","37.76948%","1","final"
"2000-2002","Garfield","psycho_stimulant","county","3","0","7150","0","","89.3","0","0","53.7","1 000.00000%","1","final"
"2001-2003","Garfield","psycho_stimulant","county","3","0","7101","0","","90.3","0","0","54.1","1 000.00000%","1","final"
"2002-2004","Garfield","psycho_stimulant","county","3","0","7046","0","","91.3","0","0","54.5","1 000.00000%","1","final"
"2003-2005","Garfield","psycho_stimulant","county","3","0","6996","0","","91.1","0","0","54.9","1 000.00000%","1","final"
"2004-2006","Garfield","psycho_stimulant","county","3","0","6957","0","","90.6","0","0","55.2","1 000.00000%","1","final"
"2005-2007","Garfield","psycho_stimulant","county","3","0","6905","0","","92.7","0","0","55.6","1 000.00000%","1","final"
"2006-2008","Garfield","psycho_stimulant","county","3","0","6865","0","","104","0","0","55.9","1 000.00000%","1","final"
"2007-2009","Garfield","psycho_stimulant","county","3","0","6834","0","","115.8","0","0","56.2","1 000.00000%","1","final"
"2008-2010","Garfield","psycho_stimulant","county","3","0","6821","0","","127.4","0","0","56.3","1 000.00000%","1","final"
"2009-2011","Garfield","psycho_stimulant","county","3","0","6796","0","","134.1","0","0","56.5","1 000.00000%","1","final"
"2010-2012","Garfield","psycho_stimulant","county","3","0","6761","0","","137.8","0","0","56.8","1 000.00000%","1","final"
"2011-2013","Garfield","psycho_stimulant","county","3","0","6741","0","","137.8","0","0","57","1 000.00000%","1","final"
"2012-2014","Garfield","psycho_stimulant","county","3","0","6724","0","","141.6","0","0","57.1","1 000.00000%","1","final"
"2013-2015","Garfield","psycho_stimulant","county","3","0","6743","0","","137.8","0","0","56.9","1 000.00000%","1","final"
"2014-2016","Garfield","psycho_stimulant","county","3","0","6696","0","","134.1","0","0","57.3","1 000.00000%","1","final"
"2015-2017","Garfield","psycho_stimulant","county","3","0","6669","0","","124.3","0","0","57.6","1 000.00000%","1","final"
"2016-2018","Garfield","psycho_stimulant","county","3","0","6623","0","","121.4","0","0","58","1 000.00000%","1","final"
"2017-2019","Garfield","psycho_stimulant","county","3","0","6639","0","","118.5","0","0","57.8","1 000.00000%","1","final"
"2000-2002","Grant","psycho_stimulant","county","3","1","227534","0.5","0","2.9","0.4","0.1","2.5","99.50372%","1","final"
"2001-2003","Grant","psycho_stimulant","county","3","1","230334","0.5","0","2.9","0.4","0.1","2.5","99.50372%","1","final"
"2002-2004","Grant","psycho_stimulant","county","3","6","233418","2.7","1","6.1","2.6","1.2","5.6","40.79085%","1","final"
"2003-2005","Grant","psycho_stimulant","county","3","6","236603","2.7","1","6.1","2.5","1.2","5.5","40.79085%","1","final"
"2004-2006","Grant","psycho_stimulant","county","3","8","240897","3.6","1.6","7.3","3.3","1.7","6.6","35.33326%","1","final"
"2005-2007","Grant","psycho_stimulant","county","3","3","245646","1.4","0.3","4.2","1.2","0.4","3.6","57.63904%","1","final"
"2006-2008","Grant","psycho_stimulant","county","3","3","251504","1.4","0.3","4.2","1.2","0.4","3.5","57.63904%","1","final"
"2007-2009","Grant","psycho_stimulant","county","3","3","257442","1.3","0.3","4","1.2","0.4","3.4","57.63904%","1","final"
"2008-2010","Grant","psycho_stimulant","county","3","4","262832","1.6","0.4","4.3","1.5","0.6","3.9","49.93762%","1","final"
"2009-2011","Grant","psycho_stimulant","county","3","5","266951","2","0.6","4.9","1.9","0.8","4.4","44.67671%","1","final"
"2010-2012","Grant","psycho_stimulant","county","3","7","270226","3","1.2","6.3","2.6","1.3","5.3","37.76948%","1","final"
"2011-2013","Grant","psycho_stimulant","county","3","6","272905","2.6","1","5.9","2.2","1","4.8","40.79085%","1","final"
"2012-2014","Grant","psycho_stimulant","county","3","9","275702","3.7","1.7","7.3","3.3","1.7","6.2","33.31483%","1","final"
"2013-2015","Grant","psycho_stimulant","county","3","7","278630","2.9","1.1","6.2","2.5","1.2","5.2","37.76948%","1","final"
"2014-2016","Grant","psycho_stimulant","county","3","12","281436","4.8","2.4","8.6","4.3","2.4","7.5","28.85549%","1","final"
"2015-2017","Grant","psycho_stimulant","county","3","10","284164","3.9","1.8","7.4","3.5","1.9","6.5","31.60698%","1","final"
"2016-2018","Grant","psycho_stimulant","county","3","14","287579","5.2","2.8","8.9","4.9","2.9","8.2","26.71658%","1","final"
"2017-2019","Grant","psycho_stimulant","county","3","16","291715","5.5","3.1","9.1","5.5","3.4","8.9","24.99219%","1","final"
"2000-2002","Grays Harbor","psycho_stimulant","county","3","4","205121","2.2","0.6","5.8","2","0.8","5","49.93762%","1","final"
"2001-2003","Grays Harbor","psycho_stimulant","county","3","8","207379","4.1","1.7","8.2","3.9","2","7.6","35.33326%","1","final"
"2002-2004","Grays Harbor","psycho_stimulant","county","3","13","208741","6.7","3.5","11.5","6.2","3.6","10.7","27.72435%","1","final"
"2003-2005","Grays Harbor","psycho_stimulant","county","3","14","210328","7.2","3.9","12.3","6.7","4","11.2","26.71658%","1","final"
"2004-2006","Grays Harbor","psycho_stimulant","county","3","11","212465","5.7","2.8","10.3","5.2","2.9","9.3","30.13744%","1","final"
"2005-2007","Grays Harbor","psycho_stimulant","county","3","9","214437","4.5","2","8.8","4.2","2.2","8","33.31483%","1","final"
"2006-2008","Grays Harbor","psycho_stimulant","county","3","10","215916","5","2.3","9.3","4.6","2.5","8.5","31.60698%","1","final"
"2007-2009","Grays Harbor","psycho_stimulant","county","3","11","216894","5.6","2.7","10.2","5.1","2.8","9.1","30.13744%","1","final"
"2008-2010","Grays Harbor","psycho_stimulant","county","3","9","217653","4.2","1.9","8.4","4.1","2.2","7.9","33.31483%","1","final"
"2009-2011","Grays Harbor","psycho_stimulant","county","3","9","218262","4.1","1.8","8.3","4.1","2.2","7.8","33.31483%","1","final"
"2010-2012","Grays Harbor","psycho_stimulant","county","3","10","218846","4.2","2","8.3","4.6","2.5","8.4","31.60698%","1","final"
"2011-2013","Grays Harbor","psycho_stimulant","county","3","15","219250","7","3.8","11.9","6.8","4.1","11.3","25.81129%","1","final"
"2012-2014","Grays Harbor","psycho_stimulant","county","3","17","219651","7.8","4.5","13","7.7","4.8","12.4","24.24643%","0","final"
"2013-2015","Grays Harbor","psycho_stimulant","county","3","22","219610","10.3","6.3","16","10","6.6","15.2","21.31523%","0","final"
"2014-2016","Grays Harbor","psycho_stimulant","county","3","29","219230","13.4","8.8","19.7","13.2","9.2","19","18.56633%","0","final"
"2015-2017","Grays Harbor","psycho_stimulant","county","3","30","218899","14.3","9.5","20.9","13.7","9.6","19.6","18.25438%","0","final"
"2016-2018","Grays Harbor","psycho_stimulant","county","3","28","219399","13.3","8.7","19.8","12.8","8.8","18.4","18.89485%","0","final"
"2017-2019","Grays Harbor","psycho_stimulant","county","3","28","220740","12.3","8","18.4","12.7","8.8","18.3","18.89485%","0","final"
"2000-2002","Island","psycho_stimulant","county","3","1","216782","0.4","0","2.5","0.5","0.1","2.6","99.50372%","1","final"
"2001-2003","Island","psycho_stimulant","county","3","2","218848","0.8","0.1","3.3","0.9","0.3","3.3","70.53456%","1","final"
"2002-2004","Island","psycho_stimulant","county","3","2","221331","0.8","0.1","3.3","0.9","0.2","3.3","70.53456%","1","final"
"2003-2005","Island","psycho_stimulant","county","3","1","224125","0.5","0","2.8","0.4","0.1","2.5","99.50372%","1","final"
"2004-2006","Island","psycho_stimulant","county","3","0","227685","0","","2","0","0","1.7","1 000.00000%","1","final"
"2005-2007","Island","psycho_stimulant","county","3","1","231365","0.4","0","2.7","0.4","0.1","2.4","99.50372%","1","final"
"2006-2008","Island","psycho_stimulant","county","3","3","233969","1.1","0.2","3.7","1.3","0.4","3.8","57.63904%","1","final"
"2007-2009","Island","psycho_stimulant","county","3","4","235522","1.5","0.4","4.3","1.7","0.7","4.4","49.93762%","1","final"
"2008-2010","Island","psycho_stimulant","county","3","3","235800","1.1","0.2","3.8","1.3","0.4","3.7","57.63904%","1","final"
"2009-2011","Island","psycho_stimulant","county","3","3","236049","1.1","0.2","4","1.3","0.4","3.7","57.63904%","1","final"
"2010-2012","Island","psycho_stimulant","county","3","4","236663","1.8","0.4","5.1","1.7","0.7","4.3","49.93762%","1","final"
